Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2004/05,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,31358
2004/05,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4148
2004/05,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,6390
2004/05,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,74227
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,10040
2004/05,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,23172
2004/05,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,18340
2004/05,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,13254
2004/05,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,28033
2004/05,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5757
2004/05,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,107422
2004/05,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,82877
2004/05,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,216998
2004/05,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,305650
2004/05,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,36995
2004/05,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,96297
2004/05,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,11365
2004/05,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,7676
2004/05,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,23302
2004/05,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,12396
2004/05,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,2638
2004/05,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,126456
2004/05,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,59509
2004/05,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,12058
2004/05,All codes,All admissions,All admissions,Attributable number,,452300
2004/05,C00-D48,All cancers,All cancers,Attributable number,,152600
2004/05,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,111500
2004/05,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,149400
2004/05,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,16200
2004/05,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,61700
2004/05,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,8300
2004/05,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,22000
2004/05,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,3400
2004/05,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,900
2004/05,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,32600
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,2800
2004/05,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,5500
2004/05,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,5000
2004/05,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,5100
2004/05,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,5200
2004/05,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,5000
2004/05,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,86400
2004/05,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,20100
2004/05,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,36100
2004/05,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,79400
2004/05,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,7700
2004/05,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,16900
2004/05,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,7400
2004/05,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,1900
2004/05,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,12600
2004/05,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,,2400
2004/05,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,,1200
2004/05,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,,15500
2004/05,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,,6400
2004/05,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,,700
2004/05,All codes,All admissions,All admissions,Number of admissions,Male,3638275
2004/05,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,764401
2004/05,C00-D48,All cancers,All cancers,Number of admissions,Male,577402
2004/05,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,205196
2004/05,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,466662
2004/05,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,437416
2004/05,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,43805
2004/05,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,8393
2004/05,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,22697
2004/05,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3441
2004/05,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2004/05,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,55831
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,6721
2004/05,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,16360
2004/05,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,10217
2004/05,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,5626
2004/05,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,16419
2004/05,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3331
2004/05,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,55254
2004/05,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,42171
2004/05,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,114771
2004/05,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,199995
2004/05,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,21715
2004/05,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,45938
2004/05,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,8713
2004/05,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4714
2004/05,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11938
2004/05,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,4838
2004/05,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1072
2004/05,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,47532
2004/05,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,12906
2004/05,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2004/05,All codes,All admissions,All admissions,Attributable number,Male,287200
2004/05,C00-D48,All cancers,All cancers,Attributable number,Male,108400
2004/05,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,59600
2004/05,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,103000
2004/05,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,8300
2004/05,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,38900
2004/05,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,6400
2004/05,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,16300
2004/05,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,2900
2004/05,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2004/05,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,26700
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,2500
2004/05,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4600
2004/05,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2700
2004/05,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,3200
2004/05,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4100
2004/05,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,3000
2004/05,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,44800
2004/05,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,11700
2004/05,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,23800
2004/05,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,57900
2004/05,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4400
2004/05,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9700
2004/05,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800
2004/05,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1500
2004/05,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6800
2004/05,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1000
2004/05,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,500
2004/05,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,6500
2004/05,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1500
2004/05,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.
2004/05,All codes,All admissions,All admissions,Number of admissions,Female,4208273
2004/05,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,637477
